Tweet,Date,Retweets,Likes
the so-called leaks coming out of the white house are a massive over  exaggeration put out by the fake news media i… https://t.co/brwsz3tz5k,Mon May 14 20:46:25 +0000 2018,26483,118349
"zte, the large chinese phone company, buys a big percentage of individual parts from u.s. companies. this is also r… https://t.co/2pyrvsl0nl",Mon May 14 20:06:53 +0000 2018,12392,62796
#usembassyjerusalem https://t.co/f1sfvrkcah,Mon May 14 15:16:38 +0000 2018,15893,64244
big day for israel. congratulations!,Mon May 14 13:36:25 +0000 2018,31436,166115
u.s. embassy opening in jerusalem will be covered live on @foxnews &amp; @foxbusiness. lead up to 9:00 a.m. (eastern) e… https://t.co/vncqhcdmlg,Mon May 14 10:54:15 +0000 2018,17680,84853
so sad to see the terror attack in paris. at some point countries will have to open their eyes &amp; see what is really… https://t.co/qvjd3glzdp,Mon May 14 00:03:21 +0000 2018,31426,134053
remember how badly iran was behaving with the iran deal in place. they were trying to take over the middle east by… https://t.co/amywk4sbd7,Sun May 13 20:11:33 +0000 2018,27552,124187
"china and the united states are working well together on trade, but past negotiations have been so one sided in fav… https://t.co/l81eskacjh",Sun May 13 19:22:03 +0000 2018,19755,100626
"president xi of china, and i, are working together to give massive chinese phone company, zte, a way to get back in… https://t.co/e24lcz6zqz",Sun May 13 15:01:00 +0000 2018,17247,83794
happy mother’s day!!! https://t.co/zw71dnt7tj,Sun May 13 12:29:08 +0000 2018,29604,131094
"the senate should get funding done before the august break, or not go home. wall and border security should be incl… https://t.co/lo4mssrbch",Sat May 12 22:20:16 +0000 2018,31452,115396
iran’s military budget is up more than 40% since the obama negotiated nuclear deal was reached...just another indic… https://t.co/jwmosgoxmg,Sat May 12 22:02:55 +0000 2018,27788,111236
"north korea has announced that they will dismantle nuclear test site this month, ahead of the big summit meeting on… https://t.co/ikvjcqqjd6",Sat May 12 21:08:55 +0000 2018,34081,161700
"why doesn’t the fake news media state that the trump administration’s anti-trust division has been, and is, opposed… https://t.co/g8go3wk8nb",Fri May 11 23:49:40 +0000 2018,22644,93907
big week next week when the american embassy in israel will be moved to jerusalem. congratulations to all!,Fri May 11 23:39:01 +0000 2018,30774,144665
the american people deserve a healthcare system that takes care of them – not one that takes advantage of them. we… https://t.co/hfjep9xcxa,Fri May 11 20:56:25 +0000 2018,19973,86785
"today, my administration is launching the most sweeping action in history to lower the price of prescription drugs… https://t.co/yhscw623cr",Fri May 11 19:30:16 +0000 2018,22251,92251
"thank you indiana! #maga🇺🇸
https://t.co/fcv76vyuax",Fri May 11 00:49:43 +0000 2018,17742,82508
the highly anticipated meeting between kim jong un and myself will take place in singapore on june 12th. we will bo… https://t.co/n3djwdy2am,Thu May 10 14:37:57 +0000 2018,62068,236049
five most wanted leaders of isis just captured!,Thu May 10 14:33:00 +0000 2018,68037,299680
"senator cryin’ chuck schumer fought hard against the bad iran deal, even going at it with president obama, &amp; then v… https://t.co/vjbpbvfibi",Thu May 10 14:30:27 +0000 2018,26614,106293
"on behalf of the american people, welcome home! https://t.co/hisaci95cb",Thu May 10 10:01:43 +0000 2018,49618,190466
gina haspel did a spectacular job today. there is nobody even close to run the cia!,Thu May 10 02:19:02 +0000 2018,18937,96173
looking forward to greeting the hostages (no longer) at 2:00 a.m.,Wed May 09 22:41:03 +0000 2018,18173,108910
"the failing new york times criticized secretary of state pompeo for being awol (missing), when in fact he was flyin… https://t.co/wpfk40ksdi",Wed May 09 22:38:10 +0000 2018,26084,105168
secretary pompeo and his “guests” will be landing at andrews air force base at 2:00 a.m. in the morning. i will be… https://t.co/qjle27bsb8,Wed May 09 12:35:51 +0000 2018,27311,120087
i am pleased to inform you that secretary of state mike pompeo is in the air and on his way back from north korea w… https://t.co/jzgzqfdwx2,Wed May 09 12:30:56 +0000 2018,44539,167442
congratulations to mike dewine on his big win in the great state of ohio. he will be a great governor with a heavy… https://t.co/ybpjmpuhps,Wed May 09 12:00:30 +0000 2018,13528,66251
candace owens of turning point usa is having a big impact on politics in our country. she represents an ever expand… https://t.co/9dipba24vf,Wed May 09 11:48:17 +0000 2018,33228,136640
"the fake news is working overtime. just reported that, despite the tremendous success we are having with the econom… https://t.co/loypj75j0b",Wed May 09 11:38:45 +0000 2018,27498,119419
"the republican party had a great night. tremendous voter energy and excitement, and all candidates are those who ha… https://t.co/pcxatwtj1w",Wed May 09 11:24:20 +0000 2018,19028,82700
"the iran deal is defective at its core. if we do nothing, we know what will happen. in just a short time, the world… https://t.co/7q5mje2xbu",Tue May 08 22:11:13 +0000 2018,24183,95156
"rt @whitehouse: ""finally, i want to deliver a message to the long-suffering people of iran. the people of america stand with you."" https://…",Tue May 08 20:33:41 +0000 2018,14355,0
"rt @whitehouse: ""at the heart of the iran deal was a giant fiction: that a murderous regime desired only a peaceful nuclear energy program.…",Tue May 08 20:33:39 +0000 2018,13984,0
statement on the iran nuclear deal: https://t.co/o3spryckkc,Tue May 08 18:52:00 +0000 2018,27234,89742
"john kerry can’t get over the fact that he had his chance and blew it! stay away from negotiations john, you are hurting your country!",Tue May 08 11:30:23 +0000 2018,33326,136830
"i will be speaking to my friend, president xi of china, this morning at 8:30. the primary topics will be trade, whe… https://t.co/dolknr8zru",Tue May 08 11:22:53 +0000 2018,16827,86084
"gina haspel, my highly respected nominee to lead the cia, is being praised for the fact that she has been, and alwa… https://t.co/cmkj1jn9wy",Tue May 08 11:09:23 +0000 2018,20478,91061
i will be announcing my decision on the iran deal tomorrow from the white house at 2:00pm.,Mon May 07 18:44:32 +0000 2018,26923,110907
national prescription drug #takebackday numbers are in! another record broken: nearly 1 million pounds of rx pills… https://t.co/gk15e2oygs,Mon May 07 17:20:50 +0000 2018,13720,66773
the united states does not need john kerry’s possibly illegal shadow diplomacy on the very badly negotiated iran de… https://t.co/cj3oxhlwcc,Mon May 07 14:08:37 +0000 2018,32676,117514
"is this phony witch hunt going to go on even longer so it wrongfully impacts the mid-term elections, which is what… https://t.co/7ltsbgyv80",Mon May 07 13:35:32 +0000 2018,23153,94452
"lisa page, who may hold the record for the most emails in the shortest period of time (to her lover, peter s), and… https://t.co/j2iod9im6w",Mon May 07 13:29:49 +0000 2018,21430,87090
"good luck to ric grenell, our new ambassador to germany. a great and talented guy, he will represent our country well!",Mon May 07 13:05:44 +0000 2018,11748,64782
“the great revolt” by salena zito and brad todd does much to tell the story of our great election victory. the forg… https://t.co/skpwjefzkq,Mon May 07 13:00:18 +0000 2018,12267,58379
the 13 angry democrats in charge of the russian witch hunt are starting to find out that there is a court system in… https://t.co/w32ttsnorw,Mon May 07 11:39:53 +0000 2018,29818,109419
"the russia witch hunt is rapidly losing credibility. house intelligence committee found no collusion, coordination… https://t.co/mmfleunjg6",Mon May 07 11:27:34 +0000 2018,21336,89763
"my highly respected nominee for cia director, gina haspel, has come under fire because she was too tough on terrori… https://t.co/spdbqc2rmd",Mon May 07 11:04:47 +0000 2018,24585,92105
"to the great people of west virginia we have, together, a really great chance to keep making a big difference. prob… https://t.co/vn66doqfxx",Mon May 07 10:53:49 +0000 2018,14810,59429
"thank you cleveland, ohio! https://t.co/roefrly7jp",Sat May 05 21:35:50 +0000 2018,15963,76938
our high level delegation is on the way back from china where they had long meetings with chinese leaders and busin… https://t.co/hgteqmjrpg,Sat May 05 00:31:30 +0000 2018,17349,80502
"just returned home to the beautiful white house, from dallas, where the arena was packed to the rafters with the gr… https://t.co/5jkrlotcmd",Sat May 05 00:17:34 +0000 2018,18141,96785
"great book just out by very successful businessman @andypuzder. always known as somebody who knows how to win, “cap… https://t.co/epbito9ghs",Sat May 05 00:08:03 +0000 2018,9654,50633
"i want to thank all of our friends and patriots at the @nra. we will never fail, and we will always protect your se… https://t.co/4gcodveiqv",Fri May 04 22:56:13 +0000 2018,18075,74273
we are going to demand congress secure the border in the upcoming cr. illegal immigration must end!,Fri May 04 21:59:28 +0000 2018,24505,114958
democrats and liberals in congress want to disarm law-abiding americans at the same time they are releasing dangero… https://t.co/bm4xpxbswg,Fri May 04 21:58:44 +0000 2018,35830,130071
all of us here today are united by the same timeless values. we believe that our liberty is a gift from our creator… https://t.co/jtq9veflwz,Fri May 04 20:37:47 +0000 2018,18244,72458
"just out: 3.9% unemployment. 4% is broken! in the meantime, witch hunt!",Fri May 04 13:27:50 +0000 2018,30554,136651
going to dallas (the great state of texas) today. leaving soon!,Fri May 04 10:57:26 +0000 2018,12336,83098
"nbc news is wrong again! they cite “sources” which are constantly wrong. problem is, like so many others, the sourc… https://t.co/xuqtoeeshg",Fri May 04 10:45:31 +0000 2018,20673,86705
"andy mccarthy will be on  @loudobbs tonight. 7:00 p.m. , @foxbusiness.",Fri May 04 10:37:48 +0000 2018,6021,32806
"because jobs in the u.s. are doing so well, americans receiving unemployment aid is the lowest since 1973. great!",Fri May 04 10:28:58 +0000 2018,22460,110312
our southern border is under siege. congress must act now to change our weak and ineffective immigration laws. must… https://t.co/jdtz0iuwmc,Fri May 04 10:22:31 +0000 2018,19342,80564
#nationaldayofprayer https://t.co/nfuc3uyql8,Thu May 03 18:20:41 +0000 2018,15687,68742
this spring marks 4yrs since the phoenix va crisis. we won't forget what happened to our great vets. choice is vita… https://t.co/acz8pt6d0i,Thu May 03 16:49:29 +0000 2018,17467,76183
"today, it was my great honor to celebrate the #nationaldayofprayer at the @whitehouse, in the rose garden! proclama… https://t.co/f4bx98wcho",Thu May 03 16:27:05 +0000 2018,13349,61409
...despite already having signed a detailed letter admitting that there was no affair. prior to its violation by ms… https://t.co/mvjno3d9xm,Thu May 03 11:00:14 +0000 2018,17292,83547
...very common among celebrities and people of wealth. in this case it is in full force and effect and will be used… https://t.co/jth4onhaes,Thu May 03 10:54:38 +0000 2018,16477,76013
"mr. cohen, an attorney, received a monthly retainer, not from the campaign and having nothing to do with the campai… https://t.co/0k9yv6jsl8",Thu May 03 10:46:09 +0000 2018,15977,71923
our great financial team is in china trying to negotiate a level playing field on trade! i look forward to being wi… https://t.co/cbpzb9osuj,Thu May 03 03:45:24 +0000 2018,15672,77915
"ainsley earnhardt, a truly great person, just wrote a wonderful book, “the light within me,” which is doing really… https://t.co/n4izmswbmr",Thu May 03 03:37:02 +0000 2018,16795,85275
"as everybody is aware, the past administration has long been asking for three hostages to be released from a north… https://t.co/vvj7sbx2me",Thu May 03 00:53:30 +0000 2018,22840,105930
"“this isn’t some game. you are screwing with the work of the president of the united states.”  john dowd, march 201… https://t.co/ugjyw435dj",Wed May 02 22:40:23 +0000 2018,22970,91350
